Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12377,Game_12377,GBA,2011,Platform,Ubisoft,14.02,10.43,0.82,8.35,33.62
12378,Game_12378,Wii,2016,Fighting,Konami Digital Entertainment,0.12,0.14,0.1,0.19,0.55
12379,Game_12379,3DS,2005,Action,Sony Computer Entertainment,0.14,0.06,0.05,0.04,0.28
12380,Game_12380,Wii,1997,Simulation,Sony Computer Entertainment,0.82,0.49,0.18,0.64,2.14
12381,Game_12381,DS,2005,Racing,Activision,0.45,0.23,0.02,0.07,0.76
12382,Game_12382,DS,2007,Shooter,Activision,1.95,0.98,0.31,0.36,3.6
12383,Game_12383,XOne,2006,Action,THQ,3.78,1.91,0.42,9.47,15.58
12384,Game_12384,XOne,2008,Platform,Activision,6.47,1.4,1.55,3.45,12.88
12385,Game_12385,PS4,2015,Sports,Sony Computer Entertainment,0.01,0.0,0.01,0.01,0.03
12386,Game_12386,PS3,2000,Role-Playing,Nintendo,3.61,1.35,0.63,4.24,9.83
12387,Game_12387,Wii,2002,Shooter,Ubisoft,1.28,0.56,0.18,1.03,3.06
12388,Game_12388,PS3,2013,Misc,Electronic Arts,1.66,0.98,0.09,0.54,3.27
12389,Game_12389,3DS,2006,Misc,THQ,0.06,0.08,0.01,0.07,0.22
12390,Game_12390,PSP,1987,Racing,Activision,0.43,0.1,0.14,0.25,0.92
12391,Game_12391,Wii,2016,Adventure,Nintendo,2.32,0.93,1.57,2.45,7.27
12392,Game_12392,PS2,2007,Sports,Namco Bandai Games,4.36,1.16,0.57,2.7,8.8
12393,Game_12393,PS3,2010,Misc,Sega,2.19,1.37,0.19,0.38,4.13
12394,Game_12394,GBA,2002,Fighting,Sony Computer Entertainment,0.74,0.33,0.2,0.1,1.37
12395,Game_12395,PS4,2008,Shooter,Nintendo,0.37,0.22,0.25,0.19,1.04
12396,Game_12396,XOne,1990,Sports,Nintendo,0.42,0.41,0.09,0.95,1.87
12397,Game_12397,Wii,2013,Sports,Sega,0.18,0.18,0.09,0.2,0.64
12398,Game_12398,Wii,2005,Sports,Sony Computer Entertainment,4.76,2.22,1.64,0.16,8.09
12399,Game_12399,DS,2004,Platform,Ubisoft,2.03,1.01,0.32,0.49,3.85
12400,Game_12400,XOne,2000,Platform,Activision,0.14,0.07,0.03,0.01,0.25
12401,Game_12401,XOne,2015,Adventure,Ubisoft,1.82,1.31,0.48,0.32,3.93
12402,Game_12402,X360,2005,Platform,THQ,0.07,0.04,0.05,0.14,0.31
12403,Game_12403,PSP,2002,Action,Ubisoft,2.97,2.16,1.66,1.41,8.2
12404,Game_12404,PSP,2016,Shooter,Activision,0.74,0.35,0.24,0.08,1.4
12405,Game_12405,X360,1989,Sports,Electronic Arts,4.67,1.31,1.38,2.63,9.99
12406,Game_12406,X360,2015,Fighting,Electronic Arts,8.61,5.76,1.09,4.53,20.0
12407,Game_12407,PS4,2011,Role-Playing,THQ,0.23,0.29,0.21,0.33,1.06
12408,Game_12408,GBA,1983,Simulation,Electronic Arts,0.57,0.27,0.21,0.02,1.01
12409,Game_12409,GBA,1998,Action,Capcom,0.04,0.03,0.03,0.03,0.13
12410,Game_12410,X360,1997,Platform,Capcom,1.2,0.56,0.44,0.61,2.8
12411,Game_12411,XOne,2007,Action,Namco Bandai Games,2.34,0.63,0.5,2.2,5.67
12412,Game_12412,PSP,2011,Fighting,THQ,0.21,0.24,0.06,0.39,0.89
12413,Game_12413,GBA,2011,Sports,THQ,1.62,0.86,0.7,1.44,4.62
12414,Game_12414,PS4,1998,Fighting,Konami Digital Entertainment,2.91,1.22,1.53,5.18,10.84
12415,Game_12415,PS4,2010,Platform,Konami Digital Entertainment,1.62,0.56,0.15,0.96,3.28
12416,Game_12416,DS,2004,Role-Playing,Ubisoft,8.31,7.05,4.73,5.47,25.55
12417,Game_12417,PSP,2007,Sports,Sega,2.3,1.99,0.63,1.38,6.3
12418,Game_12418,GBA,2013,Racing,Nintendo,5.61,1.92,3.0,7.9,18.44
12419,Game_12419,DS,2004,Misc,Electronic Arts,0.39,0.23,0.07,0.24,0.93
12420,Game_12420,PS2,2005,Shooter,Capcom,3.96,1.09,1.24,0.32,6.61
12421,Game_12421,PS2,2007,Misc,Namco Bandai Games,0.03,0.03,0.01,0.04,0.11
12422,Game_12422,3DS,2009,Misc,THQ,0.24,0.13,0.17,0.2,0.74
12423,Game_12423,PS2,2000,Platform,Electronic Arts,0.03,0.02,0.02,0.05,0.12
12424,Game_12424,PS2,2003,Shooter,Namco Bandai Games,0.36,0.11,0.24,0.3,1.01
12425,Game_12425,PS2,2012,Shooter,Namco Bandai Games,2.94,1.27,0.3,1.66,6.17
12426,Game_12426,PS3,2007,Sports,Capcom,0.77,0.36,0.34,0.03,1.49
12427,Game_12427,PS2,2010,Fighting,Ubisoft,1.17,1.83,0.52,1.84,5.36
12428,Game_12428,DS,2002,Misc,Nintendo,1.2,1.08,0.82,0.83,3.93
12429,Game_12429,PSP,2015,Shooter,Sega,0.07,0.03,0.01,0.04,0.15
12430,Game_12430,GBA,1992,Adventure,THQ,0.62,0.36,0.14,0.06,1.18
12431,Game_12431,PSP,1986,Fighting,Activision,1.51,0.65,0.12,3.7,5.98
12432,Game_12432,PS2,2015,Sports,Ubisoft,0.8,0.42,0.08,0.37,1.67
12433,Game_12433,PSP,2007,Role-Playing,Sega,1.86,0.74,0.18,1.33,4.11
12434,Game_12434,PS2,2011,Role-Playing,Electronic Arts,5.48,3.85,2.11,0.22,11.09
12435,Game_12435,XOne,2015,Sports,Activision,0.59,0.25,0.27,0.99,2.1
12436,Game_12436,3DS,2016,Racing,Capcom,0.02,0.01,0.01,0.01,0.05
12437,Game_12437,PSP,2015,Fighting,Electronic Arts,0.79,0.49,0.35,0.06,1.7
12438,Game_12438,Wii,2014,Shooter,Nintendo,0.67,0.36,0.19,0.61,1.83
12439,Game_12439,Wii,2002,Shooter,Electronic Arts,0.09,0.04,0.01,0.03,0.17
12440,Game_12440,DS,2004,Shooter,Ubisoft,5.03,3.85,2.16,0.69,11.73
12441,Game_12441,Wii,2016,Sports,Ubisoft,0.22,0.15,0.01,0.06,0.45
12442,Game_12442,PS4,2009,Racing,Sega,0.08,0.09,0.05,0.06,0.28
12443,Game_12443,XOne,1992,Shooter,Konami Digital Entertainment,0.15,0.05,0.02,0.08,0.3
12444,Game_12444,XOne,2009,Fighting,THQ,4.25,2.99,1.48,0.65,9.36
12445,Game_12445,DS,1999,Fighting,THQ,0.43,0.35,0.28,0.78,1.84
12446,Game_12446,3DS,2009,Platform,Nintendo,1.81,0.82,0.5,0.88,4.0
12447,Game_12447,PSP,1998,Platform,Namco Bandai Games,0.09,0.04,0.04,0.06,0.22
12448,Game_12448,Wii,2006,Simulation,Nintendo,0.79,0.31,0.17,1.83,3.09
12449,Game_12449,DS,1982,Adventure,Sony Computer Entertainment,1.99,0.37,0.26,0.99,3.6
12450,Game_12450,X360,2001,Racing,THQ,0.15,0.07,0.03,0.19,0.44
12451,Game_12451,DS,1987,Adventure,Ubisoft,0.32,0.07,0.01,0.16,0.56
12452,Game_12452,XOne,1999,Shooter,Sega,0.37,0.31,0.03,0.48,1.19
12453,Game_12453,PS3,2014,Action,Ubisoft,1.17,0.26,0.17,0.68,2.27
12454,Game_12454,XOne,1997,Sports,Activision,0.23,0.22,0.04,0.19,0.69
12455,Game_12455,PS2,2003,Shooter,Konami Digital Entertainment,0.09,0.09,0.02,0.11,0.3
12456,Game_12456,3DS,1997,Action,Namco Bandai Games,0.08,0.07,0.04,0.01,0.2
12457,Game_12457,DS,1995,Sports,Sega,0.43,0.16,0.03,0.45,1.07
12458,Game_12458,XOne,2006,Racing,Nintendo,1.73,0.43,0.19,0.83,3.18
12459,Game_12459,PSP,2016,Simulation,Namco Bandai Games,0.75,0.27,0.33,0.31,1.65
12460,Game_12460,3DS,2006,Role-Playing,Sega,1.1,0.67,0.11,1.49,3.37
12461,Game_12461,X360,1984,Role-Playing,Activision,0.69,0.53,0.25,1.76,3.23
12462,Game_12462,GBA,2006,Shooter,Konami Digital Entertainment,0.49,0.25,0.34,0.39,1.48
12463,Game_12463,PS3,2015,Racing,Electronic Arts,0.55,0.32,0.28,0.58,1.73
12464,Game_12464,X360,2002,Misc,Nintendo,0.66,0.75,0.57,0.42,2.4
12465,Game_12465,PS3,2012,Simulation,Capcom,0.95,0.38,0.44,1.74,3.51
12466,Game_12466,XOne,2008,Sports,Activision,0.2,0.11,0.03,0.01,0.34
12467,Game_12467,PS2,1986,Action,Activision,0.9,0.31,0.44,0.7,2.35
12468,Game_12468,3DS,2001,Shooter,THQ,0.25,0.17,0.08,0.28,0.78
12469,Game_12469,3DS,2015,Adventure,Namco Bandai Games,0.74,0.5,0.47,0.65,2.36
12470,Game_12470,PS2,2013,Platform,Konami Digital Entertainment,1.3,0.66,0.36,0.24,2.57
12471,Game_12471,PSP,2016,Racing,Nintendo,1.62,1.15,0.71,0.19,3.67
12472,Game_12472,PSP,1980,Misc,THQ,0.18,0.2,0.09,0.15,0.62
12473,Game_12473,PS3,1996,Role-Playing,Electronic Arts,0.9,1.43,0.46,1.43,4.21
12474,Game_12474,PS3,1992,Misc,Ubisoft,0.27,0.27,0.24,0.27,1.05
12475,Game_12475,X360,2015,Role-Playing,Capcom,0.02,0.01,0.01,0.04,0.08
12476,Game_12476,DS,1986,Role-Playing,Ubisoft,1.24,0.72,0.16,0.04,2.06
12477,Game_12477,DS,2013,Fighting,Konami Digital Entertainment,0.82,0.76,0.64,0.67,2.89
12478,Game_12478,GBA,1990,Misc,Ubisoft,0.13,0.08,0.07,0.21,0.48
12479,Game_12479,PS3,2014,Misc,Capcom,0.1,0.06,0.01,0.01,0.18
12480,Game_12480,PS2,2006,Action,Konami Digital Entertainment,2.37,0.77,0.41,1.03,4.59
12481,Game_12481,PS3,2001,Shooter,Namco Bandai Games,0.91,0.53,0.31,0.9,2.65
12482,Game_12482,XOne,1991,Shooter,Konami Digital Entertainment,2.37,1.24,1.2,0.32,5.13
12483,Game_12483,PS2,2009,Racing,Konami Digital Entertainment,1.02,0.97,0.83,0.89,3.72
12484,Game_12484,PS2,1989,Shooter,Sony Computer Entertainment,0.13,0.06,0.03,0.02,0.24
12485,Game_12485,X360,2008,Fighting,Konami Digital Entertainment,0.06,0.04,0.01,0.03,0.14
12486,Game_12486,GBA,1993,Sports,Nintendo,0.4,0.14,0.16,0.2,0.9
12487,Game_12487,Wii,1995,Sports,Konami Digital Entertainment,0.03,0.01,0.01,0.03,0.08
12488,Game_12488,XOne,2005,Platform,Capcom,0.75,0.24,0.37,0.95,2.31
12489,Game_12489,XOne,2012,Platform,Namco Bandai Games,0.04,0.03,0.0,0.02,0.1
12490,Game_12490,GBA,2004,Simulation,Konami Digital Entertainment,0.42,0.29,0.22,0.57,1.5
12491,Game_12491,3DS,2004,Racing,Konami Digital Entertainment,0.6,0.39,0.2,0.02,1.2
12492,Game_12492,PS3,2013,Adventure,Nintendo,0.15,0.08,0.01,0.06,0.3
12493,Game_12493,3DS,2005,Platform,Electronic Arts,4.71,3.8,4.23,10.01,22.75
12494,Game_12494,DS,2009,Shooter,Sony Computer Entertainment,0.56,0.3,0.11,0.02,0.99
12495,Game_12495,PS2,2007,Racing,Konami Digital Entertainment,0.2,0.1,0.11,0.44,0.85
12496,Game_12496,Wii,2003,Role-Playing,Capcom,0.68,0.67,0.31,0.44,2.1
12497,Game_12497,PSP,2000,Platform,Electronic Arts,0.6,0.23,0.09,0.29,1.22
12498,Game_12498,PS2,2009,Fighting,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13
12499,Game_12499,PS4,2015,Action,THQ,7.55,3.09,1.92,2.87,15.43
12500,Game_12500,PSP,2009,Action,Sony Computer Entertainment,0.18,0.11,0.1,0.36,0.75
12501,Game_12501,GBA,2015,Action,Electronic Arts,0.81,0.32,0.63,1.42,3.18
12502,Game_12502,PS4,2009,Shooter,Namco Bandai Games,0.28,0.17,0.11,0.01,0.54
12503,Game_12503,PS2,2002,Platform,Capcom,0.22,0.07,0.04,0.06,0.39
12504,Game_12504,PS4,1999,Role-Playing,Capcom,2.98,1.21,0.87,0.77,5.82
12505,Game_12505,X360,1989,Fighting,THQ,1.63,0.7,0.48,0.24,3.04
12506,Game_12506,PS4,2016,Misc,Capcom,0.1,0.05,0.0,0.02,0.17
12507,Game_12507,3DS,2011,Fighting,Sony Computer Entertainment,4.26,1.97,1.28,0.99,8.49
12508,Game_12508,PS2,2000,Shooter,THQ,0.21,0.06,0.09,0.11,0.46
12509,Game_12509,PS2,2007,Sports,Namco Bandai Games,0.0,0.0,0.0,0.0,0.01
12510,Game_12510,DS,1987,Fighting,Nintendo,0.19,0.15,0.08,0.04,0.46
12511,Game_12511,PS4,1982,Shooter,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.02
12512,Game_12512,X360,2005,Action,Electronic Arts,0.43,0.14,0.27,0.48,1.32
12513,Game_12513,XOne,2015,Role-Playing,Konami Digital Entertainment,0.36,0.2,0.14,0.13,0.84
12514,Game_12514,DS,2012,Action,Sony Computer Entertainment,1.0,0.72,0.48,0.04,2.2
12515,Game_12515,PS2,2007,Fighting,THQ,0.57,0.24,0.15,0.18,1.15
12516,Game_12516,DS,2013,Action,Konami Digital Entertainment,0.13,0.08,0.06,0.23,0.5
12517,Game_12517,PS3,1991,Sports,THQ,0.71,0.59,0.47,0.24,2.0
12518,Game_12518,PS2,1998,Simulation,Capcom,0.43,0.2,0.15,0.25,1.04
12519,Game_12519,PSP,1994,Adventure,Electronic Arts,0.75,0.5,0.13,0.12,1.5
12520,Game_12520,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0.04,0.01,0.1,0.2
12521,Game_12521,3DS,2015,Fighting,Nintendo,0.26,0.13,0.01,0.07,0.47
12522,Game_12522,DS,2007,Simulation,Nintendo,6.19,3.71,0.81,0.49,11.2
12523,Game_12523,GBA,1988,Role-Playing,THQ,1.29,1.18,0.31,0.82,3.6
12524,Game_12524,PS3,1986,Adventure,Capcom,1.44,0.9,0.19,0.4,2.93
12525,Game_12525,PSP,2007,Simulation,Konami Digital Entertainment,0.03,0.03,0.01,0.06,0.13
12526,Game_12526,DS,1999,Fighting,Konami Digital Entertainment,46.17,62.33,7.77,89.99,206.25
12527,Game_12527,PSP,2012,Adventure,Electronic Arts,0.47,0.13,0.14,0.32,1.07
12528,Game_12528,GBA,2002,Action,Sony Computer Entertainment,2.4,0.45,0.61,0.82,4.28
12529,Game_12529,3DS,2011,Racing,Konami Digital Entertainment,0.23,0.27,0.17,0.31,0.98
12530,Game_12530,PSP,1989,Adventure,Activision,2.95,1.96,0.74,2.38,8.03
12531,Game_12531,DS,1998,Role-Playing,THQ,2.17,0.98,0.87,0.9,4.92
12532,Game_12532,PS2,1997,Fighting,Namco Bandai Games,26.28,14.07,1.26,6.96,48.57
12533,Game_12533,DS,2013,Adventure,Konami Digital Entertainment,0.03,0.03,0.01,0.04,0.11
12534,Game_12534,PS2,2012,Adventure,Konami Digital Entertainment,0.17,0.1,0.07,0.01,0.33
12535,Game_12535,GBA,2003,Fighting,Namco Bandai Games,10.66,8.49,1.53,14.92,35.61
12536,Game_12536,PS3,2014,Sports,Konami Digital Entertainment,0.59,0.31,0.06,0.09,1.05
12537,Game_12537,DS,2012,Simulation,Nintendo,6.87,3.08,1.48,0.54,11.97
12538,Game_12538,PS3,2015,Misc,Nintendo,13.32,8.3,1.74,4.65,28.0
12539,Game_12539,PS4,1985,Simulation,Capcom,0.4,0.23,0.13,0.14,0.9
12540,Game_12540,Wii,2011,Role-Playing,Capcom,4.08,2.32,1.0,0.22,7.62
12541,Game_12541,GBA,2007,Adventure,Namco Bandai Games,3.37,2.37,1.42,3.39,10.54
12542,Game_12542,DS,1993,Fighting,Nintendo,3.02,1.8,0.51,6.58,11.91
12543,Game_12543,DS,1999,Shooter,Nintendo,0.31,0.35,0.3,0.24,1.2
12544,Game_12544,X360,2011,Shooter,Sega,1.45,0.66,0.33,0.05,2.42
12545,Game_12545,DS,2000,Adventure,Sega,2.0,2.9,1.77,3.03,9.7
12546,Game_12546,PSP,2016,Shooter,Ubisoft,1.13,0.33,0.34,0.23,2.03
12547,Game_12547,DS,1997,Role-Playing,Capcom,10.23,4.07,7.22,15.0,36.52
12548,Game_12548,3DS,2006,Adventure,Capcom,6.29,6.17,2.17,11.04,25.66
12549,Game_12549,Wii,1999,Simulation,THQ,2.49,0.71,0.3,2.08,5.59
12550,Game_12550,PSP,2002,Sports,Namco Bandai Games,1.34,0.64,0.5,0.49,2.97
12551,Game_12551,GBA,2015,Simulation,Namco Bandai Games,0.07,0.06,0.07,0.09,0.29
12552,Game_12552,PS3,2014,Misc,THQ,0.8,0.48,0.25,0.03,1.47
12553,Game_12553,Wii,2002,Simulation,Ubisoft,0.26,0.08,0.13,0.24,0.71
12554,Game_12554,PS3,1998,Racing,Ubisoft,0.49,0.33,0.1,0.09,1.01
12555,Game_12555,PSP,1993,Sports,Namco Bandai Games,1.31,0.71,0.46,0.58,3.06
12556,Game_12556,PS4,2014,Role-Playing,Sony Computer Entertainment,1.27,0.47,0.49,0.04,2.25
12557,Game_12557,Wii,2004,Role-Playing,Activision,0.07,0.07,0.06,0.07,0.27
12558,Game_12558,X360,1994,Sports,Konami Digital Entertainment,1.6,0.94,0.17,1.4,4.11
12559,Game_12559,GBA,2000,Shooter,Namco Bandai Games,0.7,0.2,0.24,0.42,1.56
12560,Game_12560,PS3,2006,Shooter,Konami Digital Entertainment,0.09,0.11,0.02,0.17,0.4
12561,Game_12561,PS4,2012,Role-Playing,Namco Bandai Games,0.29,0.24,0.05,0.12,0.7
12562,Game_12562,PS3,1994,Adventure,Sony Computer Entertainment,0.57,0.1,0.21,0.08,0.96
12563,Game_12563,3DS,2010,Role-Playing,THQ,1.31,1.13,1.15,1.66,5.25
12564,Game_12564,DS,2012,Shooter,Ubisoft,2.12,1.25,0.81,1.14,5.32
12565,Game_12565,GBA,1997,Adventure,Namco Bandai Games,1.03,0.95,1.02,1.73,4.73
12566,Game_12566,PS3,2008,Platform,Sony Computer Entertainment,1.53,0.53,0.18,1.16,3.4
12567,Game_12567,PSP,2009,Fighting,Konami Digital Entertainment,0.94,0.71,0.25,0.37,2.27
12568,Game_12568,XOne,1999,Sports,Electronic Arts,0.51,0.74,0.48,0.45,2.18
12569,Game_12569,X360,2010,Fighting,Activision,1.79,1.43,1.87,2.83,7.92
12570,Game_12570,PS4,2012,Adventure,Electronic Arts,0.45,0.31,0.08,0.26,1.1
12571,Game_12571,Wii,1997,Sports,Konami Digital Entertainment,1.84,0.87,1.08,0.94,4.73
12572,Game_12572,3DS,1998,Racing,Konami Digital Entertainment,1.45,0.27,0.15,0.59,2.46
12573,Game_12573,GBA,2008,Fighting,Konami Digital Entertainment,3.53,1.24,0.42,3.25,8.45
12574,Game_12574,GBA,2013,Adventure,Namco Bandai Games,0.96,0.59,0.14,1.14,2.83
12575,Game_12575,PS2,1998,Role-Playing,Namco Bandai Games,0.29,0.1,0.16,0.18,0.73
12576,Game_12576,DS,2000,Shooter,Konami Digital Entertainment,0.17,0.08,0.02,0.1,0.37
12577,Game_12577,DS,1993,Misc,Electronic Arts,1.17,0.49,0.27,0.3,2.22
12578,Game_12578,PSP,2003,Action,Konami Digital Entertainment,3.5,1.53,1.05,0.12,5.98
12579,Game_12579,PS2,1990,Simulation,Nintendo,1.65,2.52,1.78,2.0,7.94
12580,Game_12580,3DS,2013,Sports,Sega,1.07,0.84,0.6,2.39,4.9
12581,Game_12581,PS4,1999,Simulation,Konami Digital Entertainment,0.35,0.43,0.29,0.28,1.35
12582,Game_12582,Wii,1994,Adventure,Ubisoft,8.99,5.67,1.74,0.6,17.0
12583,Game_12583,PS4,2009,Racing,THQ,0.3,0.08,0.1,0.09,0.56
12584,Game_12584,GBA,2011,Fighting,Sega,1.59,1.41,0.77,1.58,5.35
12585,Game_12585,3DS,2008,Role-Playing,Sega,0.14,0.05,0.03,0.09,0.31
12586,Game_12586,PS3,2012,Misc,Capcom,0.66,0.44,0.27,0.03,1.37
12587,Game_12587,GBA,2011,Role-Playing,Namco Bandai Games,0.84,0.94,0.5,0.83,3.1
12588,Game_12588,DS,2013,Racing,Electronic Arts,1.92,1.08,1.03,0.71,4.75
12589,Game_12589,PS3,1995,Fighting,Capcom,3.15,1.68,0.87,2.51,8.21
12590,Game_12590,XOne,2002,Sports,Sony Computer Entertainment,4.07,1.83,1.67,0.63,8.19
12591,Game_12591,3DS,2004,Adventure,Ubisoft,0.18,0.06,0.07,0.22,0.53
12592,Game_12592,PS3,2004,Racing,THQ,1.79,0.42,0.28,1.21,3.71
12593,Game_12593,PSP,2010,Sports,Capcom,0.96,0.76,0.52,0.82,3.06
12594,Game_12594,GBA,2012,Shooter,Ubisoft,0.32,0.1,0.05,0.08,0.55
12595,Game_12595,DS,2000,Role-Playing,Sega,0.09,0.06,0.01,0.11,0.28
12596,Game_12596,PS4,1998,Misc,Activision,0.09,0.05,0.04,0.12,0.3
12597,Game_12597,3DS,2016,Role-Playing,Namco Bandai Games,0.6,0.61,0.08,0.53,1.82
12598,Game_12598,PSP,2014,Role-Playing,Capcom,1.95,0.59,0.27,1.05,3.86
12599,Game_12599,PSP,2001,Fighting,Ubisoft,0.47,0.19,0.14,0.08,0.88
12600,Game_12600,X360,2006,Shooter,Sony Computer Entertainment,1.39,0.99,0.42,1.11,3.91
12601,Game_12601,PS4,2008,Simulation,THQ,1.06,0.48,0.56,0.23,2.33
12602,Game_12602,PS4,2007,Adventure,Sony Computer Entertainment,0.48,0.11,0.07,0.16,0.81
12603,Game_12603,DS,2014,Action,Sony Computer Entertainment,1.11,0.41,0.37,0.04,1.86
12604,Game_12604,3DS,1995,Platform,Sony Computer Entertainment,0.04,0.01,0.01,0.01,0.07
12605,Game_12605,Wii,2010,Action,Sony Computer Entertainment,0.11,0.07,0.06,0.28,0.51
12606,Game_12606,X360,2005,Racing,Sony Computer Entertainment,1.22,0.54,0.2,0.21,2.17
12607,Game_12607,GBA,1995,Action,Electronic Arts,1.85,0.74,1.83,2.94,7.36
12608,Game_12608,PSP,2004,Shooter,THQ,1.66,0.95,0.38,0.06,3.06
12609,Game_12609,GBA,2010,Racing,Konami Digital Entertainment,3.36,1.8,2.31,2.46,9.93
12610,Game_12610,DS,2010,Fighting,Capcom,6.28,8.49,3.54,6.97,25.27
12611,Game_12611,PSP,2001,Fighting,THQ,0.6,0.37,0.27,0.56,1.8
12612,Game_12612,PS4,2010,Adventure,Capcom,1.49,1.09,0.51,0.23,3.32
12613,Game_12613,GBA,2010,Role-Playing,Konami Digital Entertainment,5.39,2.24,0.98,0.9,9.51
12614,Game_12614,PS3,1995,Fighting,Sega,7.56,4.23,3.54,3.27,18.6
12615,Game_12615,PS3,2010,Fighting,Electronic Arts,3.55,1.18,1.18,2.35,8.26
12616,Game_12616,PSP,2012,Platform,THQ,3.07,2.23,0.17,1.1,6.58
12617,Game_12617,GBA,2001,Racing,THQ,0.12,0.07,0.05,0.04,0.27
12618,Game_12618,PS3,2012,Adventure,Activision,0.19,0.24,0.04,0.23,0.7
12619,Game_12619,XOne,2013,Sports,Nintendo,0.69,0.84,0.7,0.93,3.15
12620,Game_12620,Wii,2001,Role-Playing,Sega,1.04,0.4,0.26,1.12,2.82
12621,Game_12621,DS,1993,Misc,Ubisoft,2.79,1.4,0.75,1.17,6.12
12622,Game_12622,PS2,2015,Fighting,Namco Bandai Games,0.23,0.13,0.12,0.07,0.55
12623,Game_12623,PS3,1987,Role-Playing,Ubisoft,0.92,0.66,0.08,0.52,2.18
12624,Game_12624,PS2,2015,Misc,Electronic Arts,0.41,0.16,0.35,0.64,1.56
12625,Game_12625,PS4,2000,Simulation,Namco Bandai Games,3.49,2.48,3.78,6.66,16.42
12626,Game_12626,PS3,1987,Racing,Ubisoft,0.32,0.14,0.12,0.05,0.63
12627,Game_12627,PSP,2013,Shooter,Sony Computer Entertainment,3.7,3.13,0.22,3.56,10.62
12628,Game_12628,PS3,2015,Action,Ubisoft,2.24,0.58,1.26,1.2,5.28
12629,Game_12629,PS4,2012,Fighting,Electronic Arts,1.56,1.13,0.5,1.35,4.54
12630,Game_12630,X360,1992,Shooter,Ubisoft,0.75,0.29,0.27,0.9,2.21
12631,Game_12631,GBA,1996,Action,Nintendo,1.36,0.65,0.27,0.36,2.64
12632,Game_12632,3DS,1997,Action,Sony Computer Entertainment,0.39,0.21,0.19,0.02,0.77
12633,Game_12633,PS3,2010,Action,Sony Computer Entertainment,1.35,0.37,0.63,0.17,2.53
12634,Game_12634,GBA,1992,Role-Playing,Activision,0.11,0.08,0.02,0.1,0.31
12635,Game_12635,3DS,1995,Action,THQ,1.52,0.7,0.48,0.57,3.27
12636,Game_12636,PS2,2006,Adventure,Konami Digital Entertainment,1.8,0.93,0.15,0.42,3.31
12637,Game_12637,GBA,2010,Adventure,Nintendo,1.89,1.62,0.95,1.22,5.67
12638,Game_12638,XOne,2000,Adventure,Electronic Arts,1.85,2.5,1.68,1.19,7.23
12639,Game_12639,XOne,2011,Platform,Konami Digital Entertainment,1.65,0.89,0.69,0.07,3.3
12640,Game_12640,PS4,1988,Fighting,Konami Digital Entertainment,0.37,0.43,0.12,0.49,1.4
12641,Game_12641,PS2,1997,Platform,Capcom,1.16,0.42,0.23,1.24,3.04
12642,Game_12642,PS2,2008,Simulation,Konami Digital Entertainment,5.13,0.96,1.75,0.78,8.63
12643,Game_12643,XOne,1992,Platform,Electronic Arts,1.23,0.63,0.64,0.11,2.62
12644,Game_12644,3DS,2016,Role-Playing,Sega,0.02,0.01,0.0,0.01,0.04
12645,Game_12645,3DS,2003,Misc,Activision,0.04,0.01,0.01,0.02,0.08
12646,Game_12646,X360,2015,Fighting,Capcom,0.02,0.01,0.01,0.03,0.07
12647,Game_12647,PS3,2005,Platform,Sega,0.6,0.4,0.08,0.22,1.3
12648,Game_12648,DS,2001,Simulation,Konami Digital Entertainment,4.28,1.97,0.64,7.18,14.07
12649,Game_12649,XOne,1999,Simulation,Konami Digital Entertainment,2.0,0.92,1.59,3.18,7.69
12650,Game_12650,3DS,2016,Action,THQ,0.73,0.34,0.17,0.02,1.22
12651,Game_12651,DS,1998,Sports,THQ,0.36,0.14,0.14,0.01,0.6
12652,Game_12652,XOne,2005,Adventure,Nintendo,0.93,0.42,0.15,0.34,1.84
12653,Game_12653,PS3,1995,Adventure,Sega,2.05,0.49,0.39,1.24,4.17
12654,Game_12654,X360,2010,Shooter,Namco Bandai Games,1.01,0.43,0.4,0.04,1.76
12655,Game_12655,Wii,2011,Fighting,Sony Computer Entertainment,1.24,0.45,0.15,1.37,3.21
12656,Game_12656,X360,2016,Racing,Sony Computer Entertainment,0.54,0.76,0.21,1.03,2.53
12657,Game_12657,PS2,2008,Adventure,Nintendo,0.25,0.26,0.06,0.29,0.86
12658,Game_12658,PS2,2008,Action,Capcom,1.13,0.3,0.53,0.19,2.15
12659,Game_12659,DS,1998,Action,Ubisoft,0.92,0.72,0.49,0.6,2.73
12660,Game_12660,3DS,2009,Racing,Sega,0.6,0.29,0.25,0.57,1.71
12661,Game_12661,X360,2012,Adventure,THQ,1.35,0.94,0.6,0.06,2.93
12662,Game_12662,PS3,2015,Action,Konami Digital Entertainment,0.08,0.02,0.04,0.05,0.19
12663,Game_12663,PS2,2011,Fighting,Ubisoft,0.06,0.04,0.0,0.09,0.19
12664,Game_12664,XOne,2010,Racing,Namco Bandai Games,1.17,0.6,0.51,0.87,3.16
12665,Game_12665,PSP,1982,Shooter,Konami Digital Entertainment,2.88,0.89,1.66,1.79,7.22
